mapping_id,concept_id,source,rule_kind,target_field,target_value,target_term_id,notes,is_active
map.disease_skin_cutaneous_melanoma.tcga_gdc.tcga_gdc_disease_type_skin_cutaneous_melanoma,disease.skin_cutaneous_melanoma,tcga_gdc,structured_filter,project.disease_type,Skin Cutaneous Melanoma,tcga_gdc.disease_type.skin_cutaneous_melanoma,Disease concept maps to a TCGA disease type.,true
map.disease_skin_cutaneous_melanoma.tcga_gdc.tcga_gdc_project_tcga_skcm,disease.skin_cutaneous_melanoma,tcga_gdc,structured_filter,project.project_id,TCGA-SKCM,tcga_gdc.project.tcga_skcm,Disease concept maps to related TCGA project code.,true
map.disease_stomach_adenocarcinoma.geo.stomach_adenocarcinoma,disease.stomach_adenocarcinoma,geo,query_term,,stomach adenocarcinoma,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.disease_stomach_adenocarcinoma.tcga_gdc.tcga_gdc_disease_type_stomach_adenocarcinoma,disease.stomach_adenocarcinoma,tcga_gdc,structured_filter,project.disease_type,Stomach Adenocarcinoma,tcga_gdc.disease_type.stomach_adenocarcinoma,Disease concept maps to a TCGA disease type.,true
map.disease_stomach_adenocarcinoma.tcga_gdc.tcga_gdc_project_tcga_stad,disease.stomach_adenocarcinoma,tcga_gdc,structured_filter,project.project_id,TCGA-STAD,tcga_gdc.project.tcga_stad,Disease concept maps to related TCGA project code.,true
map.disease_testicular_germ_cell_tumors.geo.testicular_germ_cell_tumors,disease.testicular_germ_cell_tumors,geo,query_term,,testicular germ cell tumors,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.disease_testicular_germ_cell_tumors.gtex.gtex_tissue_testis,disease.testicular_germ_cell_tumors,gtex,structured_filter,tissue,Testis,gtex.tissue.testis,TGCT-specific concept maps to GTEx testis tissue reference.,true
map.disease_testicular_germ_cell_tumors.tcga_gdc.tcga_gdc_project_tcga_tgct,disease.testicular_germ_cell_tumors,tcga_gdc,structured_filter,project.project_id,TCGA-TGCT,tcga_gdc.project.tcga_tgct,"TGCT-specific concept maps to TCGA disease, project, and testis site.",true
map.disease_testicular_germ_cell_tumors.tcga_gdc.tcga_gdc_disease_type_testicular_germ_cell_tumors,disease.testicular_germ_cell_tumors,tcga_gdc,structured_filter,project.disease_type,Testicular Germ Cell Tumors,tcga_gdc.disease_type.testicular_germ_cell_tumors,"TGCT-specific concept maps to TCGA disease, project, and testis site.",true
map.disease_testicular_germ_cell_tumors.tcga_gdc.tcga_gdc_primary_site_testis,disease.testicular_germ_cell_tumors,tcga_gdc,structured_filter,cases.primary_site,Testis,tcga_gdc.primary_site.testis,"TGCT-specific concept maps to TCGA disease, project, and testis site.",true
map.disease_thymoma.geo.thymoma,disease.thymoma,geo,query_term,,thymoma,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.disease_thymoma.tcga_gdc.tcga_gdc_project_tcga_thym,disease.thymoma,tcga_gdc,structured_filter,project.project_id,TCGA-THYM,tcga_gdc.project.tcga_thym,Disease concept maps to related TCGA project code.,true
map.disease_thymoma.tcga_gdc.tcga_gdc_disease_type_thymoma,disease.thymoma,tcga_gdc,structured_filter,project.disease_type,Thymoma,tcga_gdc.disease_type.thymoma,Disease concept maps to a TCGA disease type.,true
map.disease_thyroid_cancer.geo.thyroid_cancer,disease.thyroid_cancer,geo,query_term,,thyroid cancer,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.disease_thyroid_cancer.geo.thyroid_carcinoma,disease.thyroid_cancer,geo,query_term,,thyroid carcinoma,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.disease_thyroid_cancer.tcga_gdc.tcga_gdc_project_tcga_thca,disease.thyroid_cancer,tcga_gdc,structured_filter,project.project_id,TCGA-THCA,tcga_gdc.project.tcga_thca,"Thyroid cancer concept maps to TCGA disease, project, and site terms.",true
map.disease_thyroid_cancer.tcga_gdc.tcga_gdc_disease_type_thyroid_carcinoma,disease.thyroid_cancer,tcga_gdc,structured_filter,project.disease_type,Thyroid Carcinoma,tcga_gdc.disease_type.thyroid_carcinoma,"Thyroid cancer concept maps to TCGA disease, project, and site terms.",true
map.disease_thyroid_cancer.tcga_gdc.tcga_gdc_primary_site_thyroid_gland,disease.thyroid_cancer,tcga_gdc,structured_filter,cases.primary_site,Thyroid Gland,tcga_gdc.primary_site.thyroid_gland,"Thyroid cancer concept maps to TCGA disease, project, and site terms.",true
map.disease_thyroid_carcinoma.geo.thyroid_carcinoma,disease.thyroid_carcinoma,geo,query_term,,thyroid carcinoma,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.disease_thyroid_carcinoma.tcga_gdc.tcga_gdc_project_tcga_thca,disease.thyroid_carcinoma,tcga_gdc,structured_filter,project.project_id,TCGA-THCA,tcga_gdc.project.tcga_thca,Disease concept maps to related TCGA project code.,true
map.disease_thyroid_carcinoma.tcga_gdc.tcga_gdc_disease_type_thyroid_carcinoma,disease.thyroid_carcinoma,tcga_gdc,structured_filter,project.disease_type,Thyroid Carcinoma,tcga_gdc.disease_type.thyroid_carcinoma,Disease concept maps to a TCGA disease type.,true
map.disease_uterine_carcinosarcoma.geo.uterine_carcinosarcoma,disease.uterine_carcinosarcoma,geo,query_term,,uterine carcinosarcoma,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.disease_uterine_carcinosarcoma.tcga_gdc.tcga_gdc_project_tcga_ucs,disease.uterine_carcinosarcoma,tcga_gdc,structured_filter,project.project_id,TCGA-UCS,tcga_gdc.project.tcga_ucs,Disease concept maps to related TCGA project code.,true
map.disease_uterine_carcinosarcoma.tcga_gdc.tcga_gdc_disease_type_uterine_carcinosarcoma,disease.uterine_carcinosarcoma,tcga_gdc,structured_filter,project.disease_type,Uterine Carcinosarcoma,tcga_gdc.disease_type.uterine_carcinosarcoma,Disease concept maps to a TCGA disease type.,true
map.disease_uterine_corpus_endometrial_carcinoma.geo.uterine_corpus_endometrial_carcinoma,disease.uterine_corpus_endometrial_carcinoma,geo,query_term,,uterine corpus endometrial carcinoma,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.disease_uterine_corpus_endometrial_carcinoma.tcga_gdc.tcga_gdc_project_tcga_ucec,disease.uterine_corpus_endometrial_carcinoma,tcga_gdc,structured_filter,project.project_id,TCGA-UCEC,tcga_gdc.project.tcga_ucec,Disease concept maps to related TCGA project code.,true
map.disease_uterine_corpus_endometrial_carcinoma.tcga_gdc.tcga_gdc_disease_type_uterine_corpus_endometrial_carcinoma,disease.uterine_corpus_endometrial_carcinoma,tcga_gdc,structured_filter,project.disease_type,Uterine Corpus Endometrial Carcinoma,tcga_gdc.disease_type.uterine_corpus_endometrial_carcinoma,Disease concept maps to a TCGA disease type.,true
map.disease_uveal_melanoma.geo.uveal_melanoma,disease.uveal_melanoma,geo,query_term,,uveal melanoma,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.disease_uveal_melanoma.tcga_gdc.tcga_gdc_project_tcga_uvm,disease.uveal_melanoma,tcga_gdc,structured_filter,project.project_id,TCGA-UVM,tcga_gdc.project.tcga_uvm,Disease concept maps to related TCGA project code.,true
map.disease_uveal_melanoma.tcga_gdc.tcga_gdc_disease_type_uveal_melanoma,disease.uveal_melanoma,tcga_gdc,structured_filter,project.disease_type,Uveal Melanoma,tcga_gdc.disease_type.uveal_melanoma,Disease concept maps to a TCGA disease type.,true
map.sample_type_metastatic.geo.metastatic,sample_type.metastatic,geo,query_term,,metastatic,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.sample_type_metastatic.tcga_gdc.tcga_gdc_sample_type_metastatic,sample_type.metastatic,tcga_gdc,structured_filter,cases.samples.sample_type,Metastatic,tcga_gdc.sample_type.metastatic,Metastatic concept maps to TCGA sample type.,true
map.sample_type_normal.geo.normal,sample_type.normal,geo,query_term,,normal,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.sample_type_normal.geo.normal_tissue,sample_type.normal,geo,query_term,,normal tissue,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.sample_type_normal.tcga_gdc.tcga_gdc_tissue_type_normal,sample_type.normal,tcga_gdc,structured_filter,cases.samples.tissue_type,Normal,tcga_gdc.tissue_type.normal,Broad normal concept maps to TCGA tissue type.,true
map.sample_type_normal.tcga_gdc.shared_display_normal_tissue,sample_type.normal,tcga_gdc,structured_filter,display_category,normal tissue,shared.display.normal_tissue,Broad normal concept maps to shared normal-tissue display term.,true
map.sample_type_primary_tumor.geo.primary_tumor,sample_type.primary_tumor,geo,query_term,,primary tumor,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.sample_type_primary_tumor.geo.tumor,sample_type.primary_tumor,geo,query_term,,tumor,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.sample_type_primary_tumor.tcga_gdc.tcga_gdc_sample_type_primary_tumor,sample_type.primary_tumor,tcga_gdc,structured_filter,cases.samples.sample_type,Primary Tumor,tcga_gdc.sample_type.primary_tumor,Primary tumor concept maps to TCGA sample type.,true
map.sample_type_primary_tumor.tcga_gdc.shared_display_primary_tumor,sample_type.primary_tumor,tcga_gdc,structured_filter,display_category,primary tumor,shared.display.primary_tumor,Primary tumor display concept.,true
map.sample_type_recurrent_tumor.geo.recurrent_tumor,sample_type.recurrent_tumor,geo,query_term,,recurrent tumor,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.sample_type_recurrent_tumor.tcga_gdc.tcga_gdc_sample_type_recurrent_tumor,sample_type.recurrent_tumor,tcga_gdc,structured_filter,cases.samples.sample_type,Recurrent Tumor,tcga_gdc.sample_type.recurrent_tumor,Recurrent tumor concept maps to TCGA sample type.,true
map.sample_type_solid_tissue_normal.geo.normal_tissue,sample_type.solid_tissue_normal,geo,query_term,,normal tissue,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.sample_type_solid_tissue_normal.geo.solid_tissue_normal,sample_type.solid_tissue_normal,geo,query_term,,solid tissue normal,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.sample_type_solid_tissue_normal.tcga_gdc.tcga_gdc_sample_type_solid_tissue_normal,sample_type.solid_tissue_normal,tcga_gdc,structured_filter,cases.samples.sample_type,Solid Tissue Normal,tcga_gdc.sample_type.solid_tissue_normal,Solid tissue normal concept maps to TCGA sample type.,true
map.sample_type_tumor.geo.tumor,sample_type.tumor,geo,query_term,,tumor,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.sample_type_tumor.tcga_gdc.tcga_gdc_tissue_type_tumor,sample_type.tumor,tcga_gdc,structured_filter,cases.samples.tissue_type,Tumor,tcga_gdc.tissue_type.tumor,Broad tumor concept maps to TCGA tissue type.,true
map.sample_type_tumor.tcga_gdc.shared_display_tumor,sample_type.tumor,tcga_gdc,structured_filter,display_category,tumor,shared.display.tumor,Broad tumor concept maps to shared tumor display term.,true
map.sample_type_tumor_tissue.geo.tumor_sample,sample_type.tumor_tissue,geo,query_term,,tumor sample,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.sample_type_tumor_tissue.geo.tumor_tissue,sample_type.tumor_tissue,geo,query_term,,tumor tissue,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.sample_type_tumor_tissue.tcga_gdc.tcga_gdc_tissue_type_tumor,sample_type.tumor_tissue,tcga_gdc,structured_filter,cases.samples.tissue_type,Tumor,tcga_gdc.tissue_type.tumor,Umbrella tumor-tissue concept maps to TCGA tissue type.,true
map.sample_type_tumor_tissue.tcga_gdc.shared_display_tumor,sample_type.tumor_tissue,tcga_gdc,structured_filter,display_category,tumor,shared.display.tumor,Umbrella tumor-tissue concept maps to shared tumor display term.,true
map.tissue_adipose_tissue.geo.adipose_tissue,tissue.adipose_tissue,geo,query_term,,adipose tissue,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.tissue_adipose_tissue.gtex.gtex_tissue_adipose_tissue,tissue.adipose_tissue,gtex,structured_filter,tissue,Adipose Tissue,gtex.tissue.adipose_tissue,Tissue concept maps to structured tissue terms.,true
map.tissue_adrenal_gland.geo.adrenal_gland,tissue.adrenal_gland,geo,query_term,,adrenal gland,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.tissue_adrenal_gland.gtex.gtex_tissue_adrenal_gland,tissue.adrenal_gland,gtex,structured_filter,tissue,Adrenal Gland,gtex.tissue.adrenal_gland,Tissue concept maps to structured tissue terms.,true
map.tissue_adrenal_gland.tcga_gdc.tcga_gdc_primary_site_adrenal_gland,tissue.adrenal_gland,tcga_gdc,structured_filter,cases.primary_site,Adrenal Gland,tcga_gdc.primary_site.adrenal_gland,Tissue concept maps to structured tissue terms.,true
map.tissue_bile_duct.geo.bile_duct,tissue.bile_duct,geo,query_term,,bile duct,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.tissue_bile_duct.tcga_gdc.tcga_gdc_primary_site_bile_duct,tissue.bile_duct,tcga_gdc,structured_filter,cases.primary_site,Bile Duct,tcga_gdc.primary_site.bile_duct,Tissue concept maps to structured tissue terms.,true
map.tissue_bladder.geo.bladder,tissue.bladder,geo,query_term,,bladder,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.tissue_bladder.gtex.gtex_tissue_bladder,tissue.bladder,gtex,structured_filter,tissue,Bladder,gtex.tissue.bladder,Tissue concept maps to structured tissue terms.,true
map.tissue_bladder.tcga_gdc.tcga_gdc_primary_site_bladder,tissue.bladder,tcga_gdc,structured_filter,cases.primary_site,Bladder,tcga_gdc.primary_site.bladder,Tissue concept maps to structured tissue terms.,true
map.tissue_blood.geo.blood,tissue.blood,geo,query_term,,blood,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.tissue_blood.gtex.gtex_tissue_blood,tissue.blood,gtex,structured_filter,tissue,Blood,gtex.tissue.blood,Blood tissue concept maps to GTEx blood tissue and TCGA hematopoietic site.,true
map.tissue_blood.tcga_gdc.tcga_gdc_primary_site_hematopoietic_and_reticuloendothelial_systems,tissue.blood,tcga_gdc,structured_filter,cases.primary_site,Hematopoietic and Reticuloendothelial Systems,tcga_gdc.primary_site.hematopoietic_and_reticuloendothelial_systems,Blood tissue concept maps to GTEx blood tissue and TCGA hematopoietic site.,true
map.tissue_blood_bone_marrow.geo.blood,tissue.blood_bone_marrow,geo,query_term,,blood,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.tissue_blood_bone_marrow.geo.blood_bone_marrow,tissue.blood_bone_marrow,geo,query_term,,blood / bone marrow,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.tissue_blood_bone_marrow.geo.bone_marrow,tissue.blood_bone_marrow,geo,query_term,,bone marrow,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.tissue_blood_bone_marrow.gtex.gtex_tissue_blood,tissue.blood_bone_marrow,gtex,structured_filter,tissue,Blood,gtex.tissue.blood,Blood/bone-marrow concept maps to GTEx blood and hematopoietic TCGA site.,true
map.tissue_blood_bone_marrow.tcga_gdc.tcga_gdc_primary_site_hematopoietic_and_reticuloendothelial_systems,tissue.blood_bone_marrow,tcga_gdc,structured_filter,cases.primary_site,Hematopoietic and Reticuloendothelial Systems,tcga_gdc.primary_site.hematopoietic_and_reticuloendothelial_systems,Blood/bone-marrow concept maps to GTEx blood and hematopoietic TCGA site.,true
map.tissue_blood_vessel.geo.blood_vessel,tissue.blood_vessel,geo,query_term,,blood vessel,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.tissue_blood_vessel.gtex.gtex_tissue_blood_vessel,tissue.blood_vessel,gtex,structured_filter,tissue,Blood Vessel,gtex.tissue.blood_vessel,Tissue concept maps to structured tissue terms.,true
map.tissue_brain.geo.brain,tissue.brain,geo,query_term,,brain,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.tissue_brain.gtex.gtex_tissue_brain,tissue.brain,gtex,structured_filter,tissue,Brain,gtex.tissue.brain,Brain tissue concept maps to GTEx brain tissue and TCGA brain site.,true
map.tissue_brain.tcga_gdc.tcga_gdc_primary_site_brain,tissue.brain,tcga_gdc,structured_filter,cases.primary_site,Brain,tcga_gdc.primary_site.brain,Brain tissue concept maps to GTEx brain tissue and TCGA brain site.,true
map.tissue_breast.geo.breast,tissue.breast,geo,query_term,,breast,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.tissue_breast.gtex.gtex_tissue_breast,tissue.breast,gtex,structured_filter,tissue,Breast,gtex.tissue.breast,Breast tissue concept maps to GTEx breast tissue and TCGA breast site.,true
map.tissue_breast.tcga_gdc.tcga_gdc_primary_site_breast,tissue.breast,tcga_gdc,structured_filter,cases.primary_site,Breast,tcga_gdc.primary_site.breast,Breast tissue concept maps to GTEx breast tissue and TCGA breast site.,true
map.tissue_bronchus_and_lung.geo.bronchus_and_lung,tissue.bronchus_and_lung,geo,query_term,,bronchus and lung,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.tissue_bronchus_and_lung.tcga_gdc.tcga_gdc_primary_site_bronchus_and_lung,tissue.bronchus_and_lung,tcga_gdc,structured_filter,cases.primary_site,Bronchus and Lung,tcga_gdc.primary_site.bronchus_and_lung,Tissue concept maps to structured tissue terms.,true
map.tissue_cervix_uteri.geo.cervix_uteri,tissue.cervix_uteri,geo,query_term,,cervix uteri,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.tissue_cervix_uteri.gtex.gtex_tissue_cervix_uteri,tissue.cervix_uteri,gtex,structured_filter,tissue,Cervix Uteri,gtex.tissue.cervix_uteri,Tissue concept maps to structured tissue terms.,true
map.tissue_cervix_uteri.tcga_gdc.tcga_gdc_primary_site_cervix_uteri,tissue.cervix_uteri,tcga_gdc,structured_filter,cases.primary_site,Cervix Uteri,tcga_gdc.primary_site.cervix_uteri,Tissue concept maps to structured tissue terms.,true
map.tissue_colon.geo.colon,tissue.colon,geo,query_term,,colon,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.tissue_colon.gtex.gtex_tissue_colon,tissue.colon,gtex,structured_filter,tissue,Colon,gtex.tissue.colon,Tissue concept maps to structured tissue terms.,true
map.tissue_colon.tcga_gdc.tcga_gdc_primary_site_colon,tissue.colon,tcga_gdc,structured_filter,cases.primary_site,Colon,tcga_gdc.primary_site.colon,Tissue concept maps to structured tissue terms.,true
map.tissue_colorectal.geo.colon,tissue.colorectal,geo,query_term,,colon,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.tissue_colorectal.geo.colorectal,tissue.colorectal,geo,query_term,,colorectal,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.tissue_colorectal.geo.colorectal_tissue,tissue.colorectal,geo,query_term,,colorectal tissue,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.tissue_colorectal.geo.rectum,tissue.colorectal,geo,query_term,,rectum,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.tissue_colorectal.gtex.gtex_tissue_colon,tissue.colorectal,gtex,structured_filter,tissue,Colon,gtex.tissue.colon,Colorectal tissue concept maps to colon and rectum references.,true
map.tissue_colorectal.tcga_gdc.tcga_gdc_primary_site_colon,tissue.colorectal,tcga_gdc,structured_filter,cases.primary_site,Colon,tcga_gdc.primary_site.colon,Colorectal tissue concept maps to colon and rectum references.,true
map.tissue_colorectal.tcga_gdc.tcga_gdc_primary_site_rectum,tissue.colorectal,tcga_gdc,structured_filter,cases.primary_site,Rectum,tcga_gdc.primary_site.rectum,Colorectal tissue concept maps to colon and rectum references.,true
map.tissue_connective_subcutaneous_and_other_soft_tissues.geo.connective_subcutaneous_and_other_soft_tissues,tissue.connective_subcutaneous_and_other_soft_tissues,geo,query_term,,"connective, subcutaneous and other soft tissues",,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.tissue_connective_subcutaneous_and_other_soft_tissues.tcga_gdc.tcga_gdc_primary_site_connective_subcutaneous_and_other_soft_tissues,tissue.connective_subcutaneous_and_other_soft_tissues,tcga_gdc,structured_filter,cases.primary_site,"Connective, Subcutaneous and Other Soft Tissues",tcga_gdc.primary_site.connective_subcutaneous_and_other_soft_tissues,Tissue concept maps to structured tissue terms.,true
map.tissue_esophagus.geo.esophagus,tissue.esophagus,geo,query_term,,esophagus,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.tissue_esophagus.gtex.gtex_tissue_esophagus,tissue.esophagus,gtex,structured_filter,tissue,Esophagus,gtex.tissue.esophagus,Tissue concept maps to structured tissue terms.,true
map.tissue_esophagus.tcga_gdc.tcga_gdc_primary_site_esophagus,tissue.esophagus,tcga_gdc,structured_filter,cases.primary_site,Esophagus,tcga_gdc.primary_site.esophagus,Tissue concept maps to structured tissue terms.,true
map.tissue_eye_and_adnexa.geo.eye_and_adnexa,tissue.eye_and_adnexa,geo,query_term,,eye and adnexa,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.tissue_eye_and_adnexa.tcga_gdc.tcga_gdc_primary_site_eye_and_adnexa,tissue.eye_and_adnexa,tcga_gdc,structured_filter,cases.primary_site,Eye and Adnexa,tcga_gdc.primary_site.eye_and_adnexa,Tissue concept maps to structured tissue terms.,true
map.tissue_fallopian_tube.geo.fallopian_tube,tissue.fallopian_tube,geo,query_term,,fallopian tube,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.tissue_fallopian_tube.gtex.gtex_tissue_fallopian_tube,tissue.fallopian_tube,gtex,structured_filter,tissue,Fallopian Tube,gtex.tissue.fallopian_tube,Tissue concept maps to structured tissue terms.,true
map.tissue_head_and_neck.geo.head_and_neck,tissue.head_and_neck,geo,query_term,,head and neck,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.tissue_head_and_neck.tcga_gdc.tcga_gdc_primary_site_head_and_neck,tissue.head_and_neck,tcga_gdc,structured_filter,cases.primary_site,Head and Neck,tcga_gdc.primary_site.head_and_neck,Tissue concept maps to structured tissue terms.,true
map.tissue_heart.geo.heart,tissue.heart,geo,query_term,,heart,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.tissue_heart.gtex.gtex_tissue_heart,tissue.heart,gtex,structured_filter,tissue,Heart,gtex.tissue.heart,Tissue concept maps to structured tissue terms.,true
map.tissue_hematopoietic_and_reticuloendothelial_systems.geo.hematopoietic_and_reticuloendothelial_systems,tissue.hematopoietic_and_reticuloendothelial_systems,geo,query_term,,hematopoietic and reticuloendothelial systems,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.tissue_hematopoietic_and_reticuloendothelial_systems.tcga_gdc.tcga_gdc_primary_site_hematopoietic_and_reticuloendothelial_systems,tissue.hematopoietic_and_reticuloendothelial_systems,tcga_gdc,structured_filter,cases.primary_site,Hematopoietic and Reticuloendothelial Systems,tcga_gdc.primary_site.hematopoietic_and_reticuloendothelial_systems,Tissue concept maps to structured tissue terms.,true
map.tissue_kidney.geo.kidney,tissue.kidney,geo,query_term,,kidney,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.tissue_kidney.gtex.gtex_tissue_kidney,tissue.kidney,gtex,structured_filter,tissue,Kidney,gtex.tissue.kidney,Tissue concept maps to structured tissue terms.,true
map.tissue_kidney.tcga_gdc.tcga_gdc_primary_site_kidney,tissue.kidney,tcga_gdc,structured_filter,cases.primary_site,Kidney,tcga_gdc.primary_site.kidney,Tissue concept maps to structured tissue terms.,true
map.tissue_liver.geo.liver,tissue.liver,geo,query_term,,liver,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.tissue_liver.gtex.gtex_tissue_liver,tissue.liver,gtex,structured_filter,tissue,Liver,gtex.tissue.liver,Liver tissue concept maps to GTEx liver tissue and TCGA liver site.,true
map.tissue_liver.tcga_gdc.tcga_gdc_primary_site_liver,tissue.liver,tcga_gdc,structured_filter,cases.primary_site,Liver,tcga_gdc.primary_site.liver,Liver tissue concept maps to GTEx liver tissue and TCGA liver site.,true
map.tissue_lung.geo.lung,tissue.lung,geo,query_term,,lung,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.tissue_lung.gtex.gtex_tissue_lung,tissue.lung,gtex,structured_filter,tissue,Lung,gtex.tissue.lung,Lung tissue concept maps to GTEx lung tissue and TCGA bronchus/lung site.,true
map.tissue_lung.tcga_gdc.tcga_gdc_primary_site_bronchus_and_lung,tissue.lung,tcga_gdc,structured_filter,cases.primary_site,Bronchus and Lung,tcga_gdc.primary_site.bronchus_and_lung,Lung tissue concept maps to GTEx lung tissue and TCGA bronchus/lung site.,true
map.tissue_lymphoid_tissue.geo.lymph_node,tissue.lymphoid_tissue,geo,query_term,,lymph node,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.tissue_lymphoid_tissue.geo.lymphoid_tissue,tissue.lymphoid_tissue,geo,query_term,,lymphoid tissue,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.tissue_lymphoid_tissue.gtex.gtex_tissue_blood,tissue.lymphoid_tissue,gtex,structured_filter,tissue,Blood,gtex.tissue.blood,"Lymphoid tissue concept maps to spleen, blood, and hematopoietic TCGA site.",true
map.tissue_lymphoid_tissue.gtex.gtex_tissue_spleen,tissue.lymphoid_tissue,gtex,structured_filter,tissue,Spleen,gtex.tissue.spleen,"Lymphoid tissue concept maps to spleen, blood, and hematopoietic TCGA site.",true
map.tissue_lymphoid_tissue.tcga_gdc.tcga_gdc_primary_site_hematopoietic_and_reticuloendothelial_systems,tissue.lymphoid_tissue,tcga_gdc,structured_filter,cases.primary_site,Hematopoietic and Reticuloendothelial Systems,tcga_gdc.primary_site.hematopoietic_and_reticuloendothelial_systems,"Lymphoid tissue concept maps to spleen, blood, and hematopoietic TCGA site.",true
map.tissue_minor_salivary_gland.geo.minor_salivary_gland,tissue.minor_salivary_gland,geo,query_term,,minor salivary gland,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.tissue_minor_salivary_gland.gtex.gtex_tissue_minor_salivary_gland,tissue.minor_salivary_gland,gtex,structured_filter,tissue,Minor Salivary Gland,gtex.tissue.minor_salivary_gland,Tissue concept maps to structured tissue terms.,true
map.tissue_muscle.geo.muscle,tissue.muscle,geo,query_term,,muscle,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.tissue_muscle.gtex.gtex_tissue_muscle,tissue.muscle,gtex,structured_filter,tissue,Muscle,gtex.tissue.muscle,Tissue concept maps to structured tissue terms.,true
map.tissue_nerve.geo.nerve,tissue.nerve,geo,query_term,,nerve,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.tissue_nerve.gtex.gtex_tissue_nerve,tissue.nerve,gtex,structured_filter,tissue,Nerve,gtex.tissue.nerve,Tissue concept maps to structured tissue terms.,true
map.tissue_ovary.geo.ovary,tissue.ovary,geo,query_term,,ovary,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.tissue_ovary.gtex.gtex_tissue_ovary,tissue.ovary,gtex,structured_filter,tissue,Ovary,gtex.tissue.ovary,Ovary tissue concept maps to GTEx ovary tissue and TCGA ovary site.,true
map.tissue_ovary.tcga_gdc.tcga_gdc_primary_site_ovary,tissue.ovary,tcga_gdc,structured_filter,cases.primary_site,Ovary,tcga_gdc.primary_site.ovary,Ovary tissue concept maps to GTEx ovary tissue and TCGA ovary site.,true
map.tissue_pancreas.geo.pancreas,tissue.pancreas,geo,query_term,,pancreas,,Reserved GEO query-expansion term derived from the shared concept layer.,true
map.tissue_pancreas.gtex.gtex_tissue_pancreas,tissue.pancreas,gtex,structured_filter,tissue,Pancreas,gtex.tissue.pancreas,Pancreas tissue concept maps to GTEx pancreas tissue and TCGA pancreas site.,true
map.tissue_pancreas.tcga_gdc.tcga_gdc_primary_site_pancreas,tissue.pancreas,tcga_gdc,structured_filter,cases.primary_site,Pancreas,tcga_gdc.primary_site.pancreas,Pancreas tissue concept maps to GTEx pancreas tissue and TCGA pancreas site.,true
map.tissue_pituitary.geo.pituitary,tissue.pituitary,geo,query_term,,pituitary,,Reserved GEO query-expansion term derived from the shared concept layer.,true
